date,rainfall_mm,temp_max_c,temp_min_c,wind_max_kmh,temp_mean_c,month,season
2015-04-13,6.5,23.5,21.0,16.3,22.25,4,dry
2015-04-14,0.0,26.1,20.5,10.4,23.3,4,dry
2015-04-15,0.0,26.0,20.9,17.0,23.45,4,dry
2015-04-16,0.0,26.9,19.7,14.1,23.299999999999997,4,dry
2015-04-17,0.0,30.4,22.0,18.1,26.2,4,dry
2015-04-18,0.0,33.3,24.0,15.1,28.65,4,dry
2015-04-19,0.0,33.5,24.6,13.0,29.05,4,dry
2015-04-20,0.0,35.7,25.5,14.2,30.6,4,dry
2015-04-21,4.0,32.3,25.2,16.9,28.75,4,dry
2015-04-22,3.7,28.6,24.6,15.1,26.6,4,dry
2015-04-23,3.1,27.9,24.2,10.7,26.049999999999997,4,dry
2015-04-24,2.8,27.9,24.0,12.5,25.95,4,dry
2015-04-25,7.5,26.9,23.8,11.7,25.35,4,dry
2015-04-26,2.0,28.0,23.4,12.5,25.7,4,dry
2015-04-27,0.0,28.8,23.3,12.3,26.05,4,dry
2015-04-28,0.4,29.4,24.7,16.7,27.049999999999997,4,dry
2015-04-29,1.1,30.7,25.3,13.8,28.0,4,dry
2015-04-30,0.5,31.3,25.7,13.3,28.5,4,dry
2015-05-01,1.0,31.6,26.2,13.5,28.9,5,dry
2015-05-02,0.6,32.4,26.7,12.6,29.549999999999997,5,dry
2015-05-03,0.2,32.7,26.0,11.9,29.35,5,dry
2015-05-04,0.6,33.1,26.8,12.3,29.950000000000003,5,dry
2015-05-05,0.1,33.2,27.1,12.8,30.150000000000002,5,dry
2015-05-06,1.4,33.7,26.9,8.8,30.3,5,dry
2015-05-07,0.0,33.9,27.8,11.2,30.85,5,dry
2015-05-08,0.2,33.8,27.9,14.3,30.849999999999998,5,dry
2015-05-09,4.8,34.0,27.5,13.2,30.75,5,dry
2015-05-10,0.1,33.0,27.0,13.1,30.0,5,dry
2015-05-11,2.0,32.1,27.4,12.8,29.75,5,dry
2015-05-12,2.9,32.2,26.5,13.6,29.35,5,dry
2015-05-13,1.3,32.0,26.6,17.0,29.3,5,dry
2015-05-14,1.2,32.9,26.7,18.2,29.799999999999997,5,dry
2015-05-15,0.7,33.2,26.8,12.3,30.0,5,dry
2015-05-16,0.3,33.7,27.2,11.7,30.450000000000003,5,dry
2015-05-17,0.3,33.9,27.5,10.5,30.7,5,dry
2015-05-18,1.7,33.7,26.6,8.7,30.150000000000002,5,dry
2015-05-19,0.8,34.4,27.2,11.8,30.799999999999997,5,dry
2015-05-20,0.0,34.6,28.3,12.3,31.450000000000003,5,dry
2015-05-21,0.3,35.0,28.1,11.2,31.55,5,dry
2015-05-22,1.8,35.5,28.0,9.4,31.75,5,dry
2015-05-23,0.0,35.4,28.6,11.9,32.0,5,dry
2015-05-24,0.4,34.9,28.0,9.4,31.45,5,dry
2015-05-25,2.3,34.8,27.6,10.0,31.2,5,dry
2015-05-26,0.3,34.6,27.6,10.1,31.1,5,dry
2015-05-27,0.3,34.2,28.6,13.2,31.400000000000002,5,dry
2015-05-28,0.0,35.7,27.3,16.3,31.5,5,dry
2015-05-29,0.0,36.1,27.9,15.8,32.0,5,dry
2015-05-30,0.0,35.8,28.5,11.8,32.15,5,dry
2015-05-31,1.0,36.2,28.4,10.8,32.3,5,dry
2015-06-01,0.7,35.6,28.3,15.1,31.950000000000003,6,dry
2015-06-02,0.3,35.3,28.8,16.5,32.05,6,dry
2015-06-03,0.1,34.4,27.4,13.4,30.9,6,dry
2015-06-04,0.2,34.4,27.7,14.9,31.049999999999997,6,dry
2015-06-05,0.6,34.7,27.9,12.5,31.3,6,dry
2015-06-06,1.3,34.1,27.8,14.3,30.950000000000003,6,dry
2015-06-07,0.6,34.1,26.9,18.0,30.5,6,dry
2015-06-08,0.1,34.6,26.7,12.9,30.65,6,dry
2015-06-09,0.0,35.2,26.8,10.2,31.0,6,dry
2015-06-10,0.0,35.8,27.6,16.4,31.7,6,dry
2015-06-11,0.3,35.7,28.1,13.1,31.900000000000002,6,dry
2015-06-12,0.7,33.6,27.8,12.6,30.700000000000003,6,dry
2015-06-13,1.1,34.0,27.3,12.6,30.65,6,dry
2015-06-14,0.5,33.8,26.9,15.9,30.349999999999998,6,dry
2015-06-15,0.7,33.7,27.7,17.0,30.700000000000003,6,dry
2015-06-16,0.5,33.4,27.3,15.9,30.35,6,dry
2015-06-17,0.1,33.4,27.1,13.2,30.25,6,dry
2015-06-18,0.1,33.4,26.8,13.0,30.1,6,dry
2015-06-19,0.5,33.2,27.2,10.7,30.200000000000003,6,dry
2015-06-20,10.9,31.4,26.9,10.7,29.15,6,dry
2015-06-21,21.4,28.4,26.9,11.6,27.65,6,dry
2015-06-22,10.6,28.8,26.3,9.5,27.55,6,dry
2015-06-23,21.7,28.1,25.6,14.5,26.85,6,dry
2015-06-24,0.0,32.1,26.8,11.5,29.450000000000003,6,dry
2015-06-25,0.0,33.4,27.3,10.5,30.35,6,dry
2015-06-26,0.0,33.9,27.1,10.8,30.5,6,dry
2015-06-27,0.0,33.4,27.2,9.2,30.299999999999997,6,dry
2015-06-28,0.0,33.9,27.2,10.4,30.549999999999997,6,dry
2015-06-29,2.0,34.7,27.3,9.5,31.0,6,dry
2015-06-30,0.0,35.0,27.2,9.8,31.1,6,dry
2015-07-01,0.0,35.9,28.0,9.7,31.95,7,dry
2015-07-02,0.0,35.9,28.3,9.6,32.1,7,dry
2015-07-03,0.0,36.0,28.9,10.3,32.45,7,dry
2015-07-04,0.4,35.7,29.4,10.0,32.55,7,dry
2015-07-05,7.8,34.7,27.3,10.1,31.0,7,dry
2015-07-06,20.5,31.4,26.5,15.8,28.95,7,dry
2015-07-07,32.0,29.0,26.0,13.4,27.5,7,dry
2015-07-08,3.5,30.6,26.1,16.3,28.35,7,dry
2015-07-09,1.5,31.3,26.0,17.4,28.65,7,dry
2015-07-10,0.3,32.0,26.4,18.2,29.2,7,dry
2015-07-11,13.8,31.7,26.3,11.3,29.0,7,dry
2015-07-12,5.4,31.1,26.6,8.0,28.85,7,dry
2015-07-13,6.6,31.5,26.7,10.3,29.1,7,dry
2015-07-14,7.7,30.3,27.1,9.7,28.700000000000003,7,dry
2015-07-15,3.1,31.2,27.1,11.2,29.15,7,dry
2015-07-16,0.0,32.3,27.0,9.4,29.65,7,dry
2015-07-17,0.2,31.2,27.4,9.2,29.299999999999997,7,dry
2015-07-18,6.7,30.2,26.7,9.0,28.45,7,dry
2015-07-19,7.8,30.1,26.1,13.2,28.1,7,dry
2015-07-20,0.0,29.6,26.6,13.8,28.1,7,dry
2015-07-21,0.0,31.9,26.1,8.4,29.0,7,dry
2015-07-22,0.0,33.4,26.5,13.7,29.95,7,dry
2015-07-23,1.2,33.8,26.1,11.6,29.95,7,dry
2015-07-24,0.0,34.4,26.7,11.3,30.549999999999997,7,dry
2015-07-25,0.3,32.7,26.5,5.8,29.6,7,dry
2015-07-26,0.7,32.1,26.7,8.9,29.4,7,dry
2015-07-27,3.9,29.8,26.2,8.9,28.0,7,dry
2015-07-28,5.2,29.3,25.8,9.7,27.55,7,dry
2015-07-29,7.6,28.0,24.8,10.1,26.4,7,dry
2015-07-30,1.9,28.5,24.9,9.0,26.7,7,dry
2015-07-31,0.6,28.3,25.0,8.2,26.65,7,dry
2015-08-01,11.1,29.4,25.4,8.3,27.4,8,dry
2015-08-02,4.4,30.5,25.3,11.6,27.9,8,dry
2015-08-03,3.9,30.3,24.5,14.4,27.4,8,dry
2015-08-04,3.4,30.4,24.7,11.4,27.549999999999997,8,dry
2015-08-05,1.3,31.5,25.2,11.7,28.35,8,dry
2015-08-06,3.5,30.7,26.1,12.0,28.4,8,dry
2015-08-07,0.7,30.5,26.1,10.2,28.3,8,dry
2015-08-08,1.1,31.3,26.1,13.3,28.700000000000003,8,dry
2015-08-09,1.4,31.4,25.7,12.0,28.549999999999997,8,dry
2015-08-10,0.0,31.8,26.1,10.7,28.950000000000003,8,dry
2015-08-11,2.2,31.7,27.1,10.9,29.4,8,dry
2015-08-12,5.4,31.4,26.7,6.5,29.049999999999997,8,dry
2015-08-13,0.0,32.8,26.0,10.9,29.4,8,dry
2015-08-14,0.3,34.0,26.6,12.1,30.3,8,dry
2015-08-15,0.0,34.2,26.9,12.8,30.55,8,dry
2015-08-16,0.2,34.1,26.5,13.4,30.3,8,dry
2015-08-17,0.7,33.8,27.0,11.3,30.4,8,dry
2015-08-18,0.2,34.6,27.3,12.9,30.950000000000003,8,dry
2015-08-19,0.1,33.7,27.2,11.8,30.450000000000003,8,dry
2015-08-20,3.5,33.1,27.5,12.2,30.3,8,dry
2015-08-21,2.2,32.7,26.7,12.0,29.700000000000003,8,dry
2015-08-22,5.2,34.5,26.9,11.6,30.7,8,dry
2015-08-23,3.9,34.3,27.0,13.3,30.65,8,dry
2015-08-24,6.3,33.4,27.1,11.7,30.25,8,dry
2015-08-25,1.2,32.7,27.1,10.4,29.900000000000002,8,dry
2015-08-26,16.7,32.0,26.9,9.1,29.45,8,dry
2015-08-27,1.8,31.4,26.5,9.9,28.95,8,dry
2015-08-28,0.8,32.8,26.7,12.1,29.75,8,dry
2015-08-29,1.6,33.7,27.4,9.8,30.55,8,dry
2015-08-30,3.0,32.8,27.8,9.1,30.299999999999997,8,dry
2015-08-31,1.1,32.4,26.9,7.2,29.65,8,dry
2015-09-01,0.5,32.1,26.9,7.1,29.5,9,monsoon
2015-09-02,4.8,32.6,26.7,13.0,29.65,9,monsoon
2015-09-03,0.4,32.4,27.0,12.7,29.7,9,monsoon
2015-09-04,2.3,32.3,26.8,10.1,29.549999999999997,9,monsoon
2015-09-05,0.3,32.6,27.0,9.7,29.8,9,monsoon
2015-09-06,1.4,33.6,26.7,12.9,30.15,9,monsoon
2015-09-07,2.2,33.9,26.6,12.6,30.25,9,monsoon
2015-09-08,1.5,33.6,27.7,12.1,30.65,9,monsoon
2015-09-09,1.0,31.9,26.7,16.2,29.299999999999997,9,monsoon
2015-09-10,14.5,29.4,25.6,13.0,27.5,9,monsoon
2015-09-11,7.2,29.3,25.5,12.7,27.4,9,monsoon
2015-09-12,12.6,29.6,25.2,15.8,27.4,9,monsoon
2015-09-13,18.9,29.2,25.1,19.7,27.15,9,monsoon
2015-09-14,119.0,26.2,25.2,33.9,25.7,9,monsoon
2015-09-15,9.8,29.6,25.5,22.5,27.55,9,monsoon
2015-09-16,2.0,30.0,24.8,19.7,27.4,9,monsoon
2015-09-17,4.5,30.2,25.6,18.9,27.9,9,monsoon
2015-09-18,3.6,31.3,25.9,11.3,28.6,9,monsoon
2015-09-19,0.1,30.9,25.7,10.2,28.299999999999997,9,monsoon
2015-09-20,0.0,31.8,25.2,10.4,28.5,9,monsoon
2015-09-21,0.5,31.9,26.6,14.9,29.25,9,monsoon
2015-09-22,1.4,31.7,26.1,13.7,28.9,9,monsoon
2015-09-23,1.0,31.2,25.9,10.2,28.549999999999997,9,monsoon
2015-09-24,0.2,32.3,26.5,8.9,29.4,9,monsoon
2015-09-25,0.0,32.9,27.0,10.8,29.95,9,monsoon
2015-09-26,1.0,33.0,27.4,13.0,30.2,9,monsoon
2015-09-27,0.0,32.0,26.2,9.9,29.1,9,monsoon
2015-09-28,0.8,31.4,26.9,10.9,29.15,9,monsoon
2015-09-29,1.3,32.1,26.7,10.9,29.4,9,monsoon
2015-09-30,2.5,31.7,26.4,11.6,29.049999999999997,9,monsoon
2015-10-01,10.1,31.0,25.9,13.6,28.45,10,monsoon
2015-10-02,12.2,29.0,25.2,14.9,27.1,10,monsoon
2015-10-03,15.5,27.9,25.1,12.5,26.5,10,monsoon
2015-10-04,34.6,28.0,25.6,9.7,26.8,10,monsoon
2015-10-05,19.3,29.8,25.4,7.6,27.6,10,monsoon
2015-10-06,4.5,28.7,25.0,8.4,26.85,10,monsoon
2015-10-07,2.8,30.0,24.7,10.0,27.35,10,monsoon
2015-10-08,3.7,29.3,25.3,10.6,27.3,10,monsoon
2015-10-09,2.5,30.2,24.8,11.6,27.5,10,monsoon
2015-10-10,14.9,29.3,24.8,14.6,27.05,10,monsoon
2015-10-11,113.3,25.1,24.0,27.5,24.55,10,monsoon
2015-10-12,247.7,25.5,24.0,21.6,24.75,10,monsoon
2015-10-13,36.7,26.5,24.3,15.1,25.4,10,monsoon
2015-10-14,28.3,27.2,24.1,15.8,25.65,10,monsoon
2015-10-15,28.7,26.3,24.3,16.9,25.3,10,monsoon
2015-10-16,2.9,27.2,23.5,13.7,25.35,10,monsoon
2015-10-17,0.6,28.1,22.5,12.8,25.3,10,monsoon
2015-10-18,0.0,28.3,22.1,10.5,25.200000000000003,10,monsoon
2015-10-19,0.0,28.3,21.0,15.3,24.65,10,monsoon
2015-10-20,0.0,28.6,21.0,11.5,24.8,10,monsoon
2015-10-21,0.0,29.1,21.9,13.6,25.5,10,monsoon
2015-10-22,1.8,28.7,22.2,12.7,25.45,10,monsoon
2015-10-23,0.0,28.1,22.9,9.7,25.5,10,monsoon
2015-10-24,1.5,27.1,22.8,9.0,24.950000000000003,10,monsoon
2015-10-25,1.1,28.0,23.3,8.7,25.65,10,monsoon
2015-10-26,0.3,28.4,24.1,10.2,26.25,10,monsoon
2015-10-27,0.1,28.7,24.3,9.7,26.5,10,monsoon
2015-10-28,0.0,28.9,23.2,10.2,26.049999999999997,10,monsoon
2015-10-29,0.4,29.2,24.1,9.7,26.65,10,monsoon
2015-10-30,1.9,28.6,24.6,13.5,26.6,10,monsoon
2015-10-31,5.9,27.0,23.9,12.9,25.45,10,monsoon
2015-11-01,19.8,26.0,23.5,21.8,24.75,11,monsoon
2015-11-02,26.8,25.5,23.3,22.2,24.4,11,monsoon
2015-11-03,12.5,26.8,23.9,17.3,25.35,11,monsoon
2015-11-04,17.4,26.4,23.8,14.4,25.1,11,monsoon
2015-11-05,62.7,24.9,23.8,21.2,24.35,11,monsoon
2015-11-06,10.7,28.2,23.4,13.7,25.799999999999997,11,monsoon
2015-11-07,2.3,28.8,23.9,11.3,26.35,11,monsoon
2015-11-08,1.1,29.1,23.9,9.5,26.5,11,monsoon
2015-11-09,1.3,28.3,24.4,11.2,26.35,11,monsoon
2015-11-10,2.1,28.2,24.6,10.5,26.4,11,monsoon
2015-11-11,0.3,28.6,24.3,10.1,26.450000000000003,11,monsoon
2015-11-12,0.4,28.8,23.9,10.9,26.35,11,monsoon
2015-11-13,0.3,29.3,24.2,14.8,26.75,11,monsoon
2015-11-14,2.1,28.3,24.0,13.5,26.15,11,monsoon
2015-11-15,0.1,29.1,23.7,15.5,26.4,11,monsoon
2015-11-16,0.0,29.5,24.1,15.0,26.8,11,monsoon
2015-11-17,0.0,29.8,24.3,15.5,27.05,11,monsoon
2015-11-18,1.3,29.2,23.8,13.7,26.5,11,monsoon
2015-11-19,0.9,28.9,23.8,8.3,26.35,11,monsoon
2015-11-20,4.8,27.9,24.3,9.2,26.1,11,monsoon
2015-11-21,3.3,27.1,23.9,13.7,25.5,11,monsoon
2015-11-22,3.5,27.1,23.7,14.0,25.4,11,monsoon
2015-11-23,7.3,26.1,23.9,13.2,25.0,11,monsoon
2015-11-24,8.7,26.8,23.4,11.7,25.1,11,monsoon
2015-11-25,9.7,26.2,23.3,13.3,24.75,11,monsoon
2015-11-26,22.3,24.7,23.1,20.0,23.9,11,monsoon
2015-11-27,23.3,24.7,22.6,23.4,23.65,11,monsoon
2015-11-28,18.0,25.9,22.8,15.9,24.35,11,monsoon
2015-11-29,8.3,27.0,23.2,15.8,25.1,11,monsoon
2015-11-30,5.5,26.6,23.6,13.2,25.1,11,monsoon
2015-12-01,1.7,27.2,23.4,15.2,25.299999999999997,12,monsoon
2015-12-02,0.0,28.0,22.8,13.1,25.4,12,monsoon
2015-12-03,1.2,27.6,23.2,12.3,25.4,12,monsoon
2015-12-04,3.0,27.1,23.8,15.9,25.450000000000003,12,monsoon
2015-12-05,1.1,26.5,22.9,21.1,24.7,12,monsoon
2015-12-06,43.1,23.7,22.3,22.5,23.0,12,monsoon
2015-12-07,22.4,22.7,21.5,17.9,22.1,12,monsoon
2015-12-08,36.1,23.6,22.2,20.6,22.9,12,monsoon
2015-12-09,4.9,25.1,22.3,18.2,23.700000000000003,12,monsoon
2015-12-10,0.0,25.6,21.9,13.1,23.75,12,monsoon
2015-12-11,1.8,25.4,23.3,11.0,24.35,12,monsoon
2015-12-12,0.0,27.8,23.0,15.0,25.4,12,monsoon
2015-12-13,0.0,27.6,23.2,14.4,25.4,12,monsoon
2015-12-14,0.0,27.1,22.7,10.0,24.9,12,monsoon
2015-12-15,8.4,25.1,22.3,14.8,23.700000000000003,12,monsoon
2015-12-16,35.9,22.9,20.6,29.6,21.75,12,monsoon
2015-12-17,11.4,20.6,19.7,23.7,20.15,12,monsoon
2015-12-18,4.3,22.6,19.6,16.8,21.1,12,monsoon
2015-12-19,12.7,22.5,20.9,21.2,21.7,12,monsoon
2015-12-20,29.4,22.6,21.7,20.8,22.15,12,monsoon
2015-12-21,48.6,22.4,21.7,15.5,22.049999999999997,12,monsoon
2015-12-22,2.6,26.7,21.7,11.4,24.2,12,monsoon
2015-12-23,0.0,26.9,22.2,11.2,24.549999999999997,12,monsoon
2015-12-24,0.0,28.1,22.2,13.2,25.15,12,monsoon
2015-12-25,0.0,27.0,22.1,11.3,24.55,12,monsoon
2015-12-26,2.6,25.0,21.7,10.6,23.35,12,monsoon
2015-12-27,1.8,25.9,22.3,11.6,24.1,12,monsoon
2015-12-28,8.3,23.8,21.5,13.8,22.65,12,monsoon
2015-12-29,12.8,23.5,21.3,13.0,22.4,12,monsoon
2015-12-30,12.1,23.9,20.7,15.4,22.299999999999997,12,monsoon
2015-12-31,14.6,23.8,20.5,23.6,22.15,12,monsoon
2016-01-01,6.9,23.5,20.7,22.2,22.1,1,monsoon
2016-01-02,8.6,22.6,21.4,14.6,22.0,1,monsoon
2016-01-03,0.5,25.0,21.8,10.0,23.4,1,monsoon
2016-01-04,0.0,26.5,21.7,9.7,24.1,1,monsoon
2016-01-05,0.1,27.1,21.7,9.4,24.4,1,monsoon
2016-01-06,0.8,26.8,21.5,8.2,24.15,1,monsoon
2016-01-07,2.8,25.7,21.3,14.5,23.5,1,monsoon
2016-01-08,4.4,25.2,21.9,12.5,23.549999999999997,1,monsoon
2016-01-09,3.3,25.3,22.4,18.4,23.85,1,monsoon
2016-01-10,0.3,27.3,22.5,14.3,24.9,1,monsoon
2016-01-11,4.6,27.4,22.1,9.2,24.75,1,monsoon
2016-01-12,12.9,25.2,22.7,16.7,23.95,1,monsoon
2016-01-13,42.4,23.6,22.2,13.4,22.9,1,monsoon
2016-01-14,1.1,26.0,22.3,14.6,24.15,1,monsoon
2016-01-15,0.0,27.6,22.6,11.2,25.1,1,monsoon
2016-01-16,0.7,26.0,23.4,10.2,24.7,1,monsoon
2016-01-17,22.9,28.3,23.1,9.7,25.700000000000003,1,monsoon
2016-01-18,21.5,24.1,23.0,13.3,23.55,1,monsoon
2016-01-19,23.4,25.3,22.7,14.5,24.0,1,monsoon
2016-01-20,0.0,26.0,22.8,13.7,24.4,1,monsoon
2016-01-21,0.0,26.5,23.0,10.2,24.75,1,monsoon
2016-01-22,0.0,27.6,23.2,11.2,25.4,1,monsoon
2016-01-23,78.9,23.7,18.8,24.5,21.25,1,monsoon
2016-01-24,28.6,18.7,16.5,25.1,17.6,1,monsoon
2016-01-25,8.8,17.7,16.1,23.2,16.9,1,monsoon
2016-01-26,6.8,19.8,17.6,16.8,18.700000000000003,1,monsoon
2016-01-27,0.6,21.7,18.5,10.4,20.1,1,monsoon
2016-01-28,0.0,24.9,19.0,8.5,21.95,1,monsoon
2016-01-29,0.0,25.0,20.3,11.3,22.65,1,monsoon
2016-01-30,2.0,25.5,22.1,12.1,23.8,1,monsoon
2016-01-31,0.6,26.3,22.5,13.8,24.4,1,monsoon
2016-02-01,1.3,24.2,19.9,25.5,22.049999999999997,2,dry
2016-02-02,6.5,20.5,19.2,25.1,19.85,2,dry
2016-02-03,6.2,21.2,18.7,13.4,19.95,2,dry
2016-02-04,15.0,23.1,20.2,15.0,21.65,2,dry
2016-02-05,15.5,21.0,19.3,20.4,20.15,2,dry
2016-02-06,14.5,19.4,17.2,24.4,18.299999999999997,2,dry
2016-02-07,3.0,19.5,16.8,23.1,18.15,2,dry
2016-02-08,1.7,19.1,17.7,15.9,18.4,2,dry
2016-02-09,1.6,22.2,17.5,7.6,19.85,2,dry
2016-02-10,0.0,24.3,18.0,12.4,21.15,2,dry
2016-02-11,0.0,26.8,18.1,12.5,22.450000000000003,2,dry
2016-02-12,0.0,28.4,21.2,12.1,24.799999999999997,2,dry
2016-02-13,0.0,29.2,20.8,11.6,25.0,2,dry
2016-02-14,0.0,29.5,21.0,11.8,25.25,2,dry
2016-02-15,4.2,23.6,20.4,24.5,22.0,2,dry
2016-02-16,8.7,21.0,19.6,14.7,20.3,2,dry
2016-02-17,5.8,22.3,19.6,13.0,20.950000000000003,2,dry
2016-02-18,3.3,23.2,20.3,9.4,21.75,2,dry
2016-02-19,0.0,25.1,19.3,13.0,22.200000000000003,2,dry
2016-02-20,16.8,22.1,19.9,14.0,21.0,2,dry
2016-02-21,1.9,24.1,19.4,10.6,21.75,2,dry
2016-02-22,0.0,26.6,19.1,14.8,22.85,2,dry
2016-02-23,0.8,25.4,20.3,12.1,22.85,2,dry
2016-02-24,17.8,22.5,20.2,23.8,21.35,2,dry
2016-02-25,25.9,20.5,19.4,24.3,19.95,2,dry
2016-02-26,18.5,20.1,19.1,20.7,19.6,2,dry
2016-02-27,6.0,20.4,18.7,15.9,19.549999999999997,2,dry
2016-02-28,3.7,21.4,19.3,13.5,20.35,2,dry
2016-02-29,2.3,22.3,18.3,16.1,20.3,2,dry
2016-03-01,1.9,21.4,17.8,11.5,19.6,3,dry
2016-03-02,6.7,22.5,19.6,10.1,21.05,3,dry
2016-03-03,1.9,23.3,19.4,12.8,21.35,3,dry
2016-03-04,0.0,24.5,18.3,13.8,21.4,3,dry
2016-03-05,0.0,25.0,19.5,13.7,22.25,3,dry
2016-03-06,0.0,24.9,19.9,13.0,22.4,3,dry
2016-03-07,0.0,26.5,19.4,16.8,22.95,3,dry
2016-03-08,0.0,28.2,20.9,16.1,24.549999999999997,3,dry
2016-03-09,0.0,30.9,22.0,13.4,26.45,3,dry
2016-03-10,2.2,29.6,21.8,24.4,25.700000000000003,3,dry
2016-03-11,7.5,22.1,21.2,23.5,21.65,3,dry
2016-03-12,3.1,24.6,21.0,10.4,22.8,3,dry
2016-03-13,0.0,28.4,20.7,13.7,24.549999999999997,3,dry
2016-03-14,0.6,23.3,21.1,18.7,22.200000000000003,3,dry
2016-03-15,0.0,24.5,20.9,9.1,22.7,3,dry
2016-03-16,0.0,28.1,21.3,13.3,24.700000000000003,3,dry
2016-03-17,0.0,29.8,22.8,17.0,26.3,3,dry
2016-03-18,0.0,31.7,23.5,15.5,27.6,3,dry
2016-03-19,0.0,30.6,23.9,14.6,27.25,3,dry
2016-03-20,0.0,29.5,23.4,17.6,26.45,3,dry
2016-03-21,0.0,30.6,23.3,18.0,26.950000000000003,3,dry
2016-03-22,0.0,30.0,23.4,18.7,26.7,3,dry
2016-03-23,0.0,31.2,23.6,13.6,27.4,3,dry
2016-03-24,1.3,26.5,22.2,23.9,24.35,3,dry
2016-03-25,17.7,22.3,20.6,20.4,21.450000000000003,3,dry
2016-03-26,5.4,22.6,20.2,11.7,21.4,3,dry
2016-03-27,5.8,22.6,20.4,17.4,21.5,3,dry
2016-03-28,0.6,23.6,20.6,11.3,22.1,3,dry
2016-03-29,0.0,24.9,20.2,13.7,22.549999999999997,3,dry
2016-03-30,0.0,25.8,18.7,12.7,22.25,3,dry
2016-03-31,0.0,26.6,20.0,13.7,23.3,3,dry
2016-04-01,0.0,27.7,22.0,16.5,24.85,4,dry
2016-04-02,0.0,28.6,22.2,17.7,25.4,4,dry
2016-04-03,0.6,29.9,23.2,15.3,26.549999999999997,4,dry
2016-04-04,0.0,31.1,24.4,15.3,27.75,4,dry
2016-04-05,0.3,30.9,25.2,17.0,28.049999999999997,4,dry
2016-04-06,0.3,30.4,24.6,20.0,27.5,4,dry
2016-04-07,0.0,31.7,24.2,18.2,27.95,4,dry
2016-04-08,0.1,30.5,24.5,17.3,27.5,4,dry
2016-04-09,0.0,30.5,23.8,15.8,27.15,4,dry
2016-04-10,0.0,33.0,24.7,14.8,28.85,4,dry
2016-04-11,0.3,35.2,26.2,11.6,30.700000000000003,4,dry
2016-04-12,0.0,32.7,25.4,18.9,29.05,4,dry
2016-04-13,0.0,36.3,26.6,14.8,31.45,4,dry
2016-04-14,0.0,35.8,25.5,13.8,30.65,4,dry
2016-04-15,0.0,34.8,26.1,13.8,30.45,4,dry
2016-04-16,0.0,35.0,26.3,14.7,30.65,4,dry
2016-04-17,0.0,33.5,26.5,16.8,30.0,4,dry
2016-04-18,1.3,30.6,25.6,17.8,28.1,4,dry
2016-04-19,0.0,30.4,25.2,14.3,27.799999999999997,4,dry
2016-04-20,0.0,31.2,24.5,17.4,27.85,4,dry
2016-04-21,0.6,32.1,24.9,15.5,28.5,4,dry
2016-04-22,0.3,32.7,25.4,16.7,29.05,4,dry
2016-04-23,0.0,33.6,25.8,13.3,29.700000000000003,4,dry
2016-04-24,0.2,34.6,25.7,13.8,30.15,4,dry
2016-04-25,0.4,34.0,26.6,13.4,30.3,4,dry
2016-04-26,0.0,34.3,26.9,17.4,30.599999999999998,4,dry
2016-04-27,6.8,35.0,27.3,10.7,31.15,4,dry
2016-04-28,1.1,31.6,27.0,11.2,29.3,4,dry
2016-04-29,2.9,30.7,25.9,10.4,28.299999999999997,4,dry
2016-04-30,0.3,31.1,25.6,13.7,28.35,4,dry
2016-05-01,0.3,32.5,25.8,15.2,29.15,5,dry
2016-05-02,1.0,34.0,26.8,13.4,30.4,5,dry
2016-05-03,1.5,33.8,27.5,11.5,30.65,5,dry
2016-05-04,0.8,33.0,27.1,15.3,30.05,5,dry
2016-05-05,0.0,33.4,26.9,18.1,30.15,5,dry
2016-05-06,0.0,34.0,26.8,17.4,30.4,5,dry
2016-05-07,0.0,33.7,27.0,18.5,30.35,5,dry
2016-05-08,0.0,33.9,26.7,17.9,30.299999999999997,5,dry
2016-05-09,0.1,34.5,27.0,16.9,30.75,5,dry
2016-05-10,1.1,34.8,27.7,10.8,31.25,5,dry
2016-05-11,3.0,32.3,27.1,12.5,29.7,5,dry
2016-05-12,1.3,34.1,26.9,16.2,30.5,5,dry
2016-05-13,6.3,33.0,26.5,16.2,29.75,5,dry
2016-05-14,0.0,31.3,25.4,15.5,28.35,5,dry
2016-05-15,0.2,31.5,26.0,10.6,28.75,5,dry
2016-05-16,2.7,29.7,24.9,20.5,27.299999999999997,5,dry
2016-05-17,0.0,29.9,24.2,11.8,27.049999999999997,5,dry
2016-05-18,0.0,30.9,25.2,12.4,28.049999999999997,5,dry
2016-05-19,1.1,33.1,26.1,13.0,29.6,5,dry
2016-05-20,2.1,33.6,27.1,9.1,30.35,5,dry
2016-05-21,9.4,32.1,26.6,9.7,29.35,5,dry
2016-05-22,13.9,30.8,26.1,13.1,28.450000000000003,5,dry
2016-05-23,8.8,30.7,25.9,12.1,28.299999999999997,5,dry
2016-05-24,2.7,31.1,26.3,12.6,28.700000000000003,5,dry
2016-05-25,29.1,31.6,26.6,8.0,29.1,5,dry
2016-05-26,2.7,31.1,26.7,9.0,28.9,5,dry
2016-05-27,4.9,32.4,26.9,8.0,29.65,5,dry
2016-05-28,11.6,31.9,27.8,8.7,29.85,5,dry
2016-05-29,1.6,32.9,26.9,10.1,29.9,5,dry
2016-05-30,0.0,33.1,26.8,11.2,29.950000000000003,5,dry
2016-05-31,1.8,32.9,27.0,11.7,29.95,5,dry
